"","Date","Q","Rain","T","ETP_dint","peff"
"2608",2016-09-25,0.188239583333333,8.4,10.8208333333333,2.13528352734598,6.26471647265402
"2609",2016-09-26,0.211697916666667,5.3,11.95,2.10529382533754,3.19470617466246
"2610",2016-09-27,0.0866145833333333,1.8,14.6666666666667,2.07512062137431,0
"2611",2016-09-28,0.05703125,6.4,15.875,2.04477501831343,4.35522498168657
"2612",2016-09-29,0.117333333333333,4.5,11.9083333333333,2.01426811901205,2.48573188098795
"2613",2016-09-30,0.0855208333333333,0.7,9.95,1.98361102632731,0
"2614",2016-10-01,0.056625,0,9.01666666666667,1.95281484311633,0
"2615",2016-10-02,0.0441458333333333,0,9.875,1.92189067223626,0
"2616",2016-10-03,0.0378541666666667,0.2,13.9166666666667,1.89084961654424,0
"2617",2016-10-04,0.032,0,13.5916666666667,1.85970277889741,0
"2618",2016-10-05,0.0278333333333333,0,12.6708333333333,1.82846126215289,0
"2619",2016-10-06,0.0259375,0,10.6125,1.79713616916784,0
"2620",2016-10-07,0.0240729166666667,0,10.8625,1.76573860279939,0
"2621",2016-10-08,0.0226770833333333,0,12.65,1.73427966590467,0
"2622",2016-10-09,0.0214270833333333,0.7,12.1291666666667,1.70277046134083,0
"2623",2016-10-10,0.0202395833333333,0.2,10.0125,1.671222091965,0
"2624",2016-10-11,0.0194791666666667,1,9.65833333333333,1.63964566063432,0
"2625",2016-10-12,0.0183229166666667,0.1,10.8041666666667,1.60805227020593,0
"2626",2016-10-13,0.018,0.2,9.93333333333333,1.57645302353697,0
"2627",2016-10-14,0.0179895833333333,0,8.8375,1.54485902348457,0
"2628",2016-10-15,0.0174791666666667,12.5,9.73333333333333,1.51328137290587,10.9867186270941
"2629",2016-10-16,0.0377291666666667,9.7,10.1708333333333,1.48173688816972,8.21826311183028
"2630",2016-10-17,0.16725,10.2,11.0916666666667,1.45026523969178,8.74973476030822
"2631",2016-10-18,0.266708333333333,0.4,10.2875,1.4189118113994,0
"2632",2016-10-19,0.0788958333333333,0.5,9.4875,1.38772198721994,0
"2633",2016-10-20,0.0486979166666667,0.1,9.30833333333333,1.35674115108078,0
"2634",2016-10-21,0.03853125,0.2,9.01666666666667,1.32601468690927,0
"2635",2016-10-22,0.0315208333333333,0.1,9.59166666666667,1.29558797863277,0
"2636",2016-10-23,0.0265104166666667,0,8.08333333333333,1.26550641017865,0
"2637",2016-10-24,0.0235729166666667,0,7.31666666666667,1.23581536547427,0
"2638",2016-10-25,0.02165625,1,7.65416666666667,1.20656022844699,0
"2639",2016-10-26,0.02134375,1.6,11.9791666666667,1.17778638302417,0.422213616975826
"2640",2016-10-27,0.02528125,4,13,1.14953921313318,2.85046078686682
"2641",2016-10-28,0.16009375,2.8,11.9708333333333,1.12186410270138,1.67813589729862
"2642",2016-10-29,0.0784895833333333,0.3,11.7041666666667,1.09480643565612,0
"2643",2016-10-30,0.0481,0,12.0666666666667,1.06841159592478,0
"2644",2016-10-31,0.0380520833333333,0.2,10.575,1.04272496743471,0
"2645",2016-11-01,0.0316979166666667,0,8.91666666666667,1.01779193411328,0
"2646",2016-11-02,0.02678125,1.5,8.61666666666667,0.993657879887848,0.506342120112152
"2647",2016-11-03,0.0338020833333333,7,8.89166666666667,0.970368188685776,6.02963181131422
"2648",2016-11-04,0.148479166666667,7.3,8.14166666666667,0.947968244434427,6.35203175556557
"2649",2016-11-05,0.120270833333333,1.6,6.61666666666667,0.926503431061163,0.673496568938837
"2650",2016-11-06,0.0604479166666667,0.6,6.12083333333333,0.906019132493346,0
"2651",2016-11-07,0.0437708333333333,0.9,5.94583333333333,0.88656073265834,0.0134392673416603
"2652",2016-11-08,0.379208333333333,25,6.4375,0.868173615483505,24.1318263845165
"2653",2016-11-09,0.372260416666667,10.7,8.27916666666667,0.850903164896204,9.8490968351038
"2654",2016-11-10,0.264375,0.4,8.5,0.8347947648238,0
"2655",2016-11-11,0.19071875,14.4,8.37916666666667,0.819893799193654,13.5801062008063
"2656",2016-11-12,0.39125,2.9,10.3125,0.806245651933129,2.09375434806687
"2657",2016-11-13,0.142885416666667,2.8,11.3041666666667,0.793895706969587,2.00610429303041
"2658",2016-11-14,0.163979166666667,6.9,14.2791666666667,0.78288934823039,6.11711065176961
"2659",2016-11-15,0.40196875,11.2,10.925,0.7732719596429,10.4267280403571
"2660",2016-11-16,0.303447916666667,9.3,8.4125,0.765069662533027,8.53493033746697
"2661",2016-11-17,0.367510416666667,21.2,4.42083333333333,0.758231527820865,20.4417684721791
"2662",2016-11-18,0.505385416666667,12.8,4.78333333333333,0.752687363825058,12.0473126361749
"2663",2016-11-19,0.388041666666667,0.5,2.99583333333333,0.748366978864247,0
"2664",2016-11-20,0.15059375,0,1.0625,0.745200181257075,0
"2665",2016-11-21,0.114614583333333,0,2.36666666666667,0.743116779322184,0
"2666",2016-11-22,0.22721875,0,5.87916666666667,0.742046581378216,0
"2667",2016-11-23,0.116197916666667,0,2.86666666666667,0.741919395743813,0
"2668",2016-11-24,0.06275,0,1.10416666666667,0.742665030737618,0
"2669",2016-11-25,0.0492291666666667,0,-0.408333333333333,0.744213294678273,0
"2670",2016-11-26,0.04465625,0.2,4.7375,0.74649399588442,0
"2671",2016-11-27,0.0462291666666667,0.1,8.05416666666667,0.749436942674702,0
"2672",2016-11-28,0.0408854166666667,0,5.5875,0.752971943367761,0
"2673",2016-11-29,0.0353229166666667,0,6.75416666666667,0.757028806282238,0
"2674",2016-11-30,0.03103125,0.2,6.47083333333333,0.761537339736777,0
"2675",2016-12-01,0.0280729166666667,0,2.6375,0.76642735205002,0
"2676",2016-12-02,0.02590625,0.1,2.00833333333333,0.771628651540608,0
"2677",2016-12-03,0.02446875,0.1,5.475,0.777071046527185,0
"2678",2016-12-04,0.0223958333333333,0,4.07083333333333,0.782684345328392,0
"2679",2016-12-05,0.0210729166666667,0.1,3.5125,0.788398356262872,0
"2680",2016-12-06,0.02125,3.2,11.0416666666667,0.794142887649266,2.40585711235073
"2681",2016-12-07,0.0357604166666667,0.6,14.1291666666667,0.799847747806218,0
"2682",2016-12-08,0.0420208333333333,0.2,11.1083333333333,0.805442745052369,0
"2683",2016-12-09,0.0358541666666667,0.2,12.6208333333333,0.810857687706362,0
"2684",2016-12-10,0.0315208333333333,1,9.15,0.816022384086839,0.183977615913161
"2685",2016-12-11,0.02971875,0.1,8.75416666666667,0.820866642512442,0
"2686",2016-12-12,0.0298854166666667,1.3,8.3375,0.825320271301813,0.474679728698187
"2687",2016-12-13,0.0359791666666667,6.1,9.67916666666667,0.829313078773596,5.2706869212264
"2688",2016-12-14,0.114,0.2,7.94166666666667,0.832774873246431,0
"2689",2016-12-15,0.15659375,18.4,6.50416666666667,0.835635463038962,17.564364536961
"2690",2016-12-16,0.308541666666667,0.9,6.6125,0.83784164411238,0.0621583558876195
"2691",2016-12-17,0.0975833333333333,0.2,7.01666666666667,0.83940816299808,0
"2692",2016-12-18,0.0560625,0.7,8.99583333333333,0.840366753870005,0
"2693",2016-12-19,0.0444791666666667,0,7.44166666666667,0.840749150902097,0
"2694",2016-12-20,0.22321875,24.9,5.6375,0.840587088268301,24.0594129117317
"2695",2016-12-21,0.302333333333333,7.1,4.9875,0.839912300142561,6.26008769985744
"2696",2016-12-22,0.209927083333333,6.4,6.17083333333333,0.838756520698819,5.56124347930118
"2697",2016-12-23,0.350041666666667,14.3,7.70416666666667,0.83715148411102,13.462848515889
"2698",2016-12-24,0.283885416666667,7.8,8.40416666666667,0.835128924553107,6.96487107544689
"2699",2016-12-25,0.264020833333333,7.7,10.1333333333333,0.832720576199023,6.86727942380098
"2700",2016-12-26,0.196583333333333,0.7,6.79166666666667,0.829958173222711,0
"2701",2016-12-27,0.096625,0,6.69583333333333,0.826873449798117,0
"2702",2016-12-28,0.0580416666666667,0,7.8125,0.823498140099182,0
"2703",2016-12-29,0.0446666666666667,0,9.6625,0.819863978299852,0
"2704",2016-12-30,0.0374270833333333,0,12.2083333333333,0.816002698574068,0
