row,date,q,rain,temp,ETP_dint,peff,baseflow_1,baseflow_2,baseflow_3
471,2010-08-16,0.0923,12.6,14.5,2.7,9.8346,0.0285,,
472,2010-08-17,0.2725,2.1,14.7,2.7,0,0.0849,,
473,2010-08-18,0.1843,10.5,13.8,2.7,7.7583,0.2029,,
474,2010-08-19,0.2184,1.6,14.7,2.7,0,0.1444,,
475,2010-08-20,0.0693,0,16.9,2.7,0,0.1566,,
476,2010-08-21,0.0475,2.8,15.2,2.7,0.0925,0.0517,,
477,2010-08-22,0.0434,7.9,14.1,2.6,5.2037,0.0363,,
478,2010-08-23,0.2203,16.2,13.0,2.6,13.5148,0.047,,
479,2010-08-24,0.4815,1.2,12.7,2.6,0,0.1896,,
480,2010-08-25,0.1176,0,11.8,2.6,0,0.3425,,
481,2010-08-26,0.0576,0,12.6,2.6,0,0.0859,,
482,2010-08-27,0.0432,5.6,12.5,2.6,2.9595,0.0433,,
483,2010-08-28,0.0428,3.2,14.1,2.6,0.5710,0.0332,,
484,2010-08-29,0.0625,0,13.0,2.6,0,0.0345,,
485,2010-08-30,0.0512,0,11.0,2.6,0,0.0472,,
486,2010-08-31,0.0359,0,13.2,2.5,0,0.0382,,
487,2010-09-01,0.0258,0,15.4,2.5,0,0.0269,,
488,2010-09-02,0.0223,0,15.8,2.5,0,0.0196,,
489,2010-09-03,0.0196,1.8,16.9,2.5,0,0.017,,
490,2010-09-04,0.0180,3.1,16,2.5,0.5580,0.015,,
491,2010-09-05,0.0179,22.7,16.3,2.5,20.1719,0.0139,,
492,2010-09-06,0.2843,26.5,14.8,2.5,23.9863,0.0343,,
493,2010-09-07,0.6953,13,13.3,2.4,10.5012,0.2503,,
494,2010-09-08,0.3393,10.3,14.9,2.4,7.8166,0.5075,,
495,2010-09-09,0.2097,11.6,14.9,2.4,9.1327,0.2511,,
496,2010-09-10,0.2528,1.2,15.8,2.4,0,0.1647,,
497,2010-09-11,0.0863,6.2,14.1,2.4,3.7666,0.1817,,
498,2010-09-12,0.1492,17.6,14.3,2.4,15.1847,0.0713,,
499,2010-09-13,0.7600,15.1,16.3,2.3,12.7034,0.1618,,
500,2010-09-14,0.4615,5.4,13.4,2.3,3.0230,0.5617,,
501,2010-09-15,0.1607,2.1,13.3,2.3,0,0.3319,,
502,2010-09-16,0.1056,0.5,12.5,2.3,0,0.1194,,
503,2010-09-17,0.0613,5.6,10.8,2.3,3.2866,0.0778,,
504,2010-09-18,0.5918,13.8,12.2,2.2,11.5094,0.088,,
505,2010-09-19,0.3989,6.2,14.1,2.2,3.9330,0.4404,,
506,2010-09-20,0.2516,0,15.2,2.2,0,0.2955,,
507,2010-09-21,0.0814,2,15.9,2.2,0,0.1805,,
508,2010-09-22,0.1367,8.7,15.2,2.1,6.5079,0.0669,,
509,2010-09-23,0.2528,0.8,12.8,2.1,0,0.1142,,
510,2010-09-24,0.0824,0,10.5,2.1,0,0.1814,,
511,2010-09-25,0.0495,0,9.9,2.1,0,0.0609,,
512,2010-09-26,0.0387,0,8.0,2.0,0,0.0373,,
513,2010-09-27,0.0326,0,9.7,2.0,0,0.0294,,
514,2010-09-28,0.0277,4.8,11.4,2.0,2.7742,0.0247,,
515,2010-09-29,0.0265,0,10.0,1.9,0,0.0212,,
516,2010-09-30,0.0244,2.5,11.9,1.9,0.5336,0.0202,,
517,2010-10-01,0.0229,2.4,12.1,1.9,0.4638,0.0187,,
518,2010-10-02,0.0229,0.4,12.1,1.9,0,0.0177,,
519,2010-10-03,0.0221,0.6,11.9,1.8,0,0.0176,,
520,2010-10-04,0.0224,2.5,11.8,1.8,0.6567,0.0171,,
